DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_year,total_ac_power_kw
2020-06-14 21:15:00,23.92025353333333,23.285941533333336,0.0,21,15,166,0.0
2020-06-14 21:30:00,23.86289053333333,22.984142933333327,0.0,21,30,166,0.0
2020-06-14 21:45:00,23.777291,22.35220546666667,0.0,21,45,166,0.0
2020-06-14 22:00:00,23.65113126666667,21.9989258,0.0,22,0,166,0.0
2020-06-14 22:15:00,23.649532,22.44542833333333,0.0,22,15,166,0.0
2020-06-14 22:30:00,23.607413666666663,21.990108266666663,0.0,22,30,166,0.0
2020-06-14 22:45:00,23.522460866666663,21.420633933333328,0.0,22,45,166,0.0
2020-06-14 23:00:00,23.3865622,21.151995866666667,0.0,23,0,166,0.0
2020-06-14 23:15:00,23.331081066666663,21.4704246,0.0,23,15,166,0.0
2020-06-14 23:30:00,23.44495271428572,22.455490071428567,0.0,23,30,166,0.0
2020-06-14 23:45:00,23.418153933333333,22.447845466666667,0.0,23,45,166,0.0
2020-06-15 00:00:00,23.369126333333337,22.693621866666668,0.0,0,0,167,0.0
2020-06-15 00:15:00,23.19021186666667,22.545045933333327,0.0,0,15,167,0.0
2020-06-15 00:30:00,23.111739066666665,22.314375933333327,0.0,0,30,167,0.0
2020-06-15 00:45:00,23.0380188,22.110986266666668,0.0,0,45,167,0.0
2020-06-15 01:00:00,23.0133788,22.293188466666667,0.0,1,0,167,0.0
2020-06-15 01:15:00,23.006721933333328,22.43304846666667,0.0,1,15,167,0.0
2020-06-15 01:30:00,22.5523254,21.5200196,0.0,1,30,167,0.0
2020-06-15 01:45:00,22.161108785714287,21.202298785714287,0.0,1,45,167,0.0
2020-06-15 02:00:00,22.0657084,21.1699198,0.0,2,0,167,0.0
2020-06-15 02:15:00,22.051059866666662,20.977667333333336,0.0,2,15,167,0.0
2020-06-15 02:30:00,22.064056266666665,20.769443866666663,0.0,2,30,167,0.0
2020-06-15 02:45:00,22.1327738,20.88665566666667,0.0,2,45,167,0.0
2020-06-15 03:00:00,22.138987400000005,20.774737666666667,0.0,3,0,167,0.0
2020-06-15 03:15:00,22.1016358,21.0114828,0.0,3,15,167,0.0
2020-06-15 03:30:00,22.13297933333333,21.463275133333337,0.0,3,30,167,0.0
2020-06-15 03:45:00,22.184287,21.606781142857145,0.0,3,45,167,0.0
2020-06-15 04:00:00,22.16874793333333,21.5196512,0.0,4,0,167,0.0
2020-06-15 04:15:00,21.67616773333333,20.805542066666668,0.0,4,15,167,0.0
2020-06-15 04:30:00,21.5948508,20.4898396,0.0,4,30,167,0.0
2020-06-15 04:45:00,21.5713258,20.214919066666663,0.0,4,45,167,0.0
2020-06-15 05:00:00,21.50873626666667,20.08615913333333,0.0,5,0,167,0.0
2020-06-15 05:15:00,21.424306066666663,19.861635466666662,0.0,5,15,167,0.0
2020-06-15 05:30:00,21.4322062,19.826896066666663,0.0,5,30,167,0.0
2020-06-15 05:45:00,21.4640382,20.121873,0.0005523642353333,5,45,167,0.0
2020-06-15 06:00:00,21.53003333333333,20.394429466666665,0.0096864394666666,6,0,167,202.699999998
2020-06-15 06:15:00,21.65816592857143,20.84060435714285,0.0333103492857142,6,15,167,973.83392858
2020-06-15 06:30:00,21.957159333333333,22.195896266666672,0.067908889,6,30,167,2063.21964284
2020-06-15 06:45:00,22.312394333333334,24.034580466666668,0.1027040146666666,6,45,167,3147.4482142
2020-06-15 07:00:00,22.742930066666663,25.804111733333336,0.1557342913333333,7,0,167,4511.2410715
2020-06-15 07:15:00,23.27185253333333,27.688370800000005,0.1602291469333333,7,15,167,4645.5357143
2020-06-15 07:30:00,23.458431066666662,27.546588133333334,0.1333380648,7,30,167,4140.1535714
2020-06-15 07:45:00,23.83686933333333,29.87518726666667,0.2642032693333333,7,45,167,7957.6
2020-06-15 08:00:00,24.477518733333334,35.34433613333334,0.4586929053333333,8,0,167,13486.6249999
2020-06-15 08:15:00,25.257212400000004,40.66176133333333,0.5363576693333331,8,15,167,16263.7107144
2020-06-15 08:30:00,25.92686257142857,42.59452828571429,0.5785561021428571,8,30,167,16293.9535714
2020-06-15 08:45:00,26.066546666666667,42.4321838,0.5342788213333333,8,45,167,15867.4500001
2020-06-15 09:00:00,26.192445933333328,42.29481826666667,0.5729372046666668,9,0,167,17212.0392857
2020-06-15 09:15:00,26.40725306666667,44.0128702,0.6634503566666667,9,15,167,19133.8321428
2020-06-15 09:30:00,26.3895486,43.27049353333333,0.6428513106666667,9,30,167,19150.0375
2020-06-15 09:45:00,26.80618086666667,44.94630113333333,0.644579368,9,45,167,18800.0375
2020-06-15 10:00:00,26.95370706666667,43.85072413333333,0.6171309093333333,10,0,167,18755.5357143
2020-06-15 10:15:00,27.5598856,48.580128733333325,0.888736286,10,15,167,25400.428572
2020-06-15 10:30:00,28.05028693333333,50.1047016,0.6801742386666666,10,30,167,20982.0946428
2020-06-15 10:45:00,27.778298642857145,46.05228092857142,0.8608448592857144,10,45,167,23058.7321441
2020-06-15 11:00:00,28.7853558,50.65149946666666,0.702748034,11,0,167,22128.8303571
2020-06-15 11:15:00,28.371838400000005,46.34689126666667,0.5736166646666666,11,15,167,16792.3089288
2020-06-15 11:30:00,28.375455666666667,45.72413726666667,0.6370887293333334,11,30,167,17740.7196428
2020-06-15 11:45:00,28.39979053333333,44.47907733333333,0.664057878,11,45,167,19009.1535716
2020-06-15 12:00:00,28.601291866666667,44.703940933333335,0.7444816766666666,12,0,167,20591.5517852
2020-06-15 12:15:00,28.851655933333333,44.1841634,0.4327973,12,15,167,13306.1928571
2020-06-15 12:30:00,28.54629326666667,39.752722466666654,0.3901906573333333,12,30,167,12362.1107144
2020-06-15 12:45:00,28.7726258,41.34621800000001,0.4552512326666666,12,45,167,14115.1107141
2020-06-15 13:00:00,29.03071592857143,45.404338142857135,0.7324080378571429,13,0,167,21745.4482147
2020-06-15 13:15:00,29.107385266666668,45.503061933333335,0.42740474,13,15,167,12677.7321428
2020-06-15 13:30:00,28.417808066666662,39.03741653333332,0.2453921386666666,13,30,167,7674.912499999999
2020-06-15 13:45:00,27.856903133333333,34.7539672,0.2260944466666666,13,45,167,7347.2464288
2020-06-15 14:00:00,27.197220866666672,33.998970666666665,0.2690430446666666,14,0,167,8722.0035713
2020-06-15 14:15:00,26.7497132,34.74134893333333,0.423195788,14,15,167,13288.5160714
2020-06-15 14:30:00,27.611472733333333,43.56778333333334,0.652056834,14,30,167,21599.617858
2020-06-15 14:45:00,27.82892866666667,43.3427838,0.4772766193333333,14,45,167,14926.6410714
2020-06-15 15:00:00,27.93405566666667,41.36491266666666,0.4233145246666666,15,0,167,13901.5357142
2020-06-15 15:15:00,28.178857466666667,40.87684526666667,0.4511937286666666,15,15,167,13594.6839287
2020-06-15 15:30:00,27.89843528571428,38.410527071428575,0.3822117121428572,15,30,167,11505.2857145
2020-06-15 15:45:00,28.1680522,40.31551513333334,0.4502923073333334,15,45,167,13544.4071428
2020-06-15 16:00:00,27.743865933333336,34.530938533333334,0.1251691066666666,16,0,167,3885.1232144
2020-06-15 16:15:00,27.32750646666667,31.59433793333333,0.1629056366666666,16,15,167,5326.9160715
2020-06-15 16:30:00,27.34741213333333,33.07997246666667,0.238490188,16,30,167,7544.9910715
2020-06-15 16:45:00,27.16989953333333,33.85005699999999,0.2764912,16,45,167,8776.3714285
2020-06-15 17:00:00,27.25204246666667,33.650572000000004,0.193777918,17,0,167,6028.0982143
2020-06-15 17:15:00,26.9659322,31.59396966666667,0.1565710793333333,17,15,167,4899.6767857
2020-06-15 17:30:00,26.7447368,29.8884196,0.1016916527999999,17,30,167,3085.7410713
2020-06-15 17:45:00,26.740639133333328,29.0264568,0.0859623972,17,45,167,2640.7142859
2020-06-15 18:00:00,26.430651071428567,27.618528142857144,0.0388465545,18,0,167,1137.17321427
2020-06-15 18:15:00,26.3341512,26.6526916,0.0182621793333333,18,15,167,501.55
2020-06-15 18:30:00,26.050742666666668,25.9055684,0.0040517676866666,18,30,167,37.291071428
